composite_rank,ligand,composite_score,best_score,mean_score,score_std,seed_count,consistent,initial_refinement_rank,best_seed,best_run_json,best_output_pdbqt
351,012706_decoy_13299_decoy_13299,13.598,-9.964,-9.960,0.006,3,True,397,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012706_decoy_13299_decoy_13299/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012706_decoy_13299_decoy_13299/seed-2/012706_decoy_13299_decoy_13299_docked.pdbqt
352,013504_decoy_14102_decoy_14102,13.595,-9.991,-9.966,0.021,3,True,376,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013504_decoy_14102_decoy_14102/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013504_decoy_14102_decoy_14102/seed-3/013504_decoy_14102_decoy_14102_docked.pdbqt
353,008179_decoy_8332_decoy_08332,13.594,-9.987,-9.963,0.018,3,True,380,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008179_decoy_8332_decoy_08332/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008179_decoy_8332_decoy_08332/seed-2/008179_decoy_8332_decoy_08332_docked.pdbqt
354,004525_decoy_4471_decoy_04471,13.592,-10.410,-10.087,0.250,3,True,293,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004525_decoy_4471_decoy_04471/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004525_decoy_4471_decoy_04471/seed-3/004525_decoy_4471_decoy_04471_docked.pdbqt
355,005431_decoy_5455_decoy_05455,13.591,-9.978,-9.963,0.019,3,True,364,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005431_decoy_5455_decoy_05455/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005431_decoy_5455_decoy_05455/seed-2/005431_decoy_5455_decoy_05455_docked.pdbqt
356,018645_decoy_20004_decoy_20004,13.591,-9.975,-9.960,0.015,3,True,367,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018645_decoy_20004_decoy_20004/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018645_decoy_20004_decoy_20004/seed-1/018645_decoy_20004_decoy_20004_docked.pdbqt
357,022808_decoy_24723_decoy_24723,13.590,-9.978,-9.959,0.016,3,True,358,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022808_decoy_24723_decoy_24723/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022808_decoy_24723_decoy_24723/seed-1/022808_decoy_24723_decoy_24723_docked.pdbqt
358,014123_decoy_14827_decoy_14827,13.590,-9.961,-9.953,0.006,3,True,393,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014123_decoy_14827_decoy_14827/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014123_decoy_14827_decoy_14827/seed-2/014123_decoy_14827_decoy_14827_docked.pdbqt
359,013495_decoy_14093_decoy_14093,13.585,-9.977,-9.955,0.017,3,True,361,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013495_decoy_14093_decoy_14093/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013495_decoy_14093_decoy_14093/seed-1/013495_decoy_14093_decoy_14093_docked.pdbqt
360,010956_decoy_11464_decoy_11464,13.585,-9.966,-9.952,0.011,3,True,375,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010956_decoy_11464_decoy_11464/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010956_decoy_11464_decoy_11464/seed-1/010956_decoy_11464_decoy_11464_docked.pdbqt
361,000408_active_0482_active_00482,13.580,-9.954,-9.947,0.009,3,True,395,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000408_active_0482_active_00482/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000408_active_0482_active_00482/seed-3/000408_active_0482_active_00482_docked.pdbqt
362,016926_decoy_18020_decoy_18020,13.579,-9.987,-9.961,0.032,3,True,354,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016926_decoy_18020_decoy_18020/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016926_decoy_18020_decoy_18020/seed-2/016926_decoy_18020_decoy_18020_docked.pdbqt
363,010127_decoy_10578_decoy_10578,13.577,-9.949,-9.944,0.007,3,True,399,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010127_decoy_10578_decoy_10578/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010127_decoy_10578_decoy_10578/seed-1/010127_decoy_10578_decoy_10578_docked.pdbqt
364,018843_decoy_20307_decoy_20307,13.573,-9.958,-9.943,0.012,3,True,383,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018843_decoy_20307_decoy_20307/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018843_decoy_20307_decoy_20307/seed-1/018843_decoy_20307_decoy_20307_docked.pdbqt
365,016351_decoy_17406_decoy_17406,13.567,-9.968,-9.946,0.023,3,True,389,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016351_decoy_17406_decoy_17406/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016351_decoy_17406_decoy_17406/seed-2/016351_decoy_17406_decoy_17406_docked.pdbqt
366,023113_decoy_25074_decoy_25074,13.560,-9.988,-9.952,0.042,3,True,368,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023113_decoy_25074_decoy_25074/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023113_decoy_25074_decoy_25074/seed-3/023113_decoy_25074_decoy_25074_docked.pdbqt
367,018627_decoy_19983_decoy_19983,13.559,-10.040,-9.980,0.084,3,True,310,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018627_decoy_19983_decoy_19983/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018627_decoy_19983_decoy_19983/seed-3/018627_decoy_19983_decoy_19983_docked.pdbqt
368,004418_decoy_4357_decoy_04357,13.558,-9.953,-9.932,0.015,3,True,392,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004418_decoy_4357_decoy_04357/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004418_decoy_4357_decoy_04357/seed-1/004418_decoy_4357_decoy_04357_docked.pdbqt
369,018211_decoy_19456_decoy_19456,13.555,-9.945,-9.929,0.013,3,True,400,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018211_decoy_19456_decoy_19456/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018211_decoy_19456_decoy_19456/seed-1/018211_decoy_19456_decoy_19456_docked.pdbqt
370,012446_decoy_12996_decoy_12996,13.554,-9.957,-9.936,0.023,3,True,386,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012446_decoy_12996_decoy_12996/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012446_decoy_12996_decoy_12996/seed-1/012446_decoy_12996_decoy_12996_docked.pdbqt
371,015567_decoy_16577_decoy_16577,13.539,-10.110,-9.974,0.116,3,True,350,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015567_decoy_16577_decoy_16577/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015567_decoy_16577_decoy_16577/seed-3/015567_decoy_16577_decoy_16577_docked.pdbqt
372,023494_decoy_25489_decoy_25489,13.503,-9.964,-9.906,0.047,3,True,378,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023494_decoy_25489_decoy_25489/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023494_decoy_25489_decoy_25489/seed-1/023494_decoy_25489_decoy_25489_docked.pdbqt
373,000609_active_0713_active_00713,13.499,-10.040,-9.929,0.093,3,True,300,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000609_active_0713_active_00713/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000609_active_0713_active_00713/seed-1/000609_active_0713_active_00713_docked.pdbqt
374,003995_decoy_3886_decoy_03886,13.465,-10.110,-9.963,0.180,3,True,279,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003995_decoy_3886_decoy_03886/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003995_decoy_3886_decoy_03886/seed-3/003995_decoy_3886_decoy_03886_docked.pdbqt
375,022650_decoy_24562_decoy_24562,13.436,-10.260,-9.940,0.227,3,True,129,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022650_decoy_24562_decoy_24562/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022650_decoy_24562_decoy_24562/seed-1/022650_decoy_24562_decoy_24562_docked.pdbqt
376,015332_decoy_16306_decoy_16306,13.399,-10.060,-9.918,0.187,3,True,309,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015332_decoy_16306_decoy_16306/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015332_decoy_16306_decoy_16306/seed-2/015332_decoy_16306_decoy_16306_docked.pdbqt
377,000957_decoy_0358_decoy_00358,13.384,-10.560,-10.152,0.570,3,True,77,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000957_decoy_0358_decoy_00358/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000957_decoy_0358_decoy_00358/seed-2/000957_decoy_0358_decoy_00358_docked.pdbqt
378,018926_decoy_20424_decoy_20424,13.353,-10.140,-9.890,0.226,3,True,238,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018926_decoy_20424_decoy_20424/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018926_decoy_20424_decoy_20424/seed-1/018926_decoy_20424_decoy_20424_docked.pdbqt
379,020162_decoy_21811_decoy_21811,13.347,-10.570,-10.093,0.552,3,True,75,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/020162_decoy_21811_decoy_21811/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/020162_decoy_21811_decoy_21811/seed-1/020162_decoy_21811_decoy_21811_docked.pdbqt
380,021689_decoy_23500_decoy_23500,13.337,-9.982,-9.860,0.172,3,True,347,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021689_decoy_23500_decoy_23500/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021689_decoy_23500_decoy_23500/seed-2/021689_decoy_23500_decoy_23500_docked.pdbqt
381,004000_decoy_3892_decoy_03892,13.322,-10.040,-9.818,0.159,3,True,391,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004000_decoy_3892_decoy_03892/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004000_decoy_3892_decoy_03892/seed-1/004000_decoy_3892_decoy_03892_docked.pdbqt
382,017609_decoy_18770_decoy_18770,13.320,-10.050,-9.880,0.226,3,True,320,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017609_decoy_18770_decoy_18770/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017609_decoy_18770_decoy_18770/seed-2/017609_decoy_18770_decoy_18770_docked.pdbqt
383,016998_decoy_18098_decoy_18098,13.300,-10.800,-9.994,0.570,3,True,37,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016998_decoy_18098_decoy_18098/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016998_decoy_18098_decoy_18098/seed-1/016998_decoy_18098_decoy_18098_docked.pdbqt
384,009442_decoy_9717_decoy_09717,13.296,-10.230,-9.852,0.269,3,True,184,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009442_decoy_9717_decoy_09717/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009442_decoy_9717_decoy_09717/seed-1/009442_decoy_9717_decoy_09717_docked.pdbqt
385,009668_decoy_10001_decoy_10001,13.253,-10.010,-9.769,0.171,3,True,335,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009668_decoy_10001_decoy_10001/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009668_decoy_10001_decoy_10001/seed-1/009668_decoy_10001_decoy_10001_docked.pdbqt
386,012457_decoy_13009_decoy_13009,13.220,-10.090,-9.858,0.314,3,True,284,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012457_decoy_13009_decoy_13009/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012457_decoy_13009_decoy_13009/seed-2/012457_decoy_13009_decoy_13009_docked.pdbqt
387,011603_decoy_12127_decoy_12127,13.187,-10.020,-9.817,0.288,3,True,327,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011603_decoy_12127_decoy_12127/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011603_decoy_12127_decoy_12127/seed-1/011603_decoy_12127_decoy_12127_docked.pdbqt
388,001004_decoy_0411_decoy_00411,13.160,-10.080,-9.820,0.333,3,True,301,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001004_decoy_0411_decoy_00411/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001004_decoy_0411_decoy_00411/seed-2/001004_decoy_0411_decoy_00411_docked.pdbqt
389,004480_decoy_4420_decoy_04420,13.147,-10.030,-9.713,0.227,3,True,281,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004480_decoy_4420_decoy_04420/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004480_decoy_4420_decoy_04420/seed-1/004480_decoy_4420_decoy_04420_docked.pdbqt
390,009455_decoy_9730_decoy_09730,13.135,-9.604,-9.591,0.016,3,True,110,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009455_decoy_9730_decoy_09730/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009455_decoy_9730_decoy_09730/seed-1/009455_decoy_9730_decoy_09730_docked.pdbqt
391,013259_decoy_13854_decoy_13854,13.062,-10.270,-9.859,0.519,3,True,212,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013259_decoy_13854_decoy_13854/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013259_decoy_13854_decoy_13854/seed-2/013259_decoy_13854_decoy_13854_docked.pdbqt
392,018269_decoy_19555_decoy_19555,13.027,-10.310,-9.886,0.593,3,True,153,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018269_decoy_19555_decoy_19555/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018269_decoy_19555_decoy_19555/seed-2/018269_decoy_19555_decoy_19555_docked.pdbqt
393,022927_decoy_24868_decoy_24868,12.976,-10.030,-9.734,0.419,3,True,322,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022927_decoy_24868_decoy_24868/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022927_decoy_24868_decoy_24868/seed-1/022927_decoy_24868_decoy_24868_docked.pdbqt
394,009914_decoy_10262_decoy_10262,12.969,-10.180,-9.803,0.534,3,True,209,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009914_decoy_10262_decoy_10262/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009914_decoy_10262_decoy_10262/seed-3/009914_decoy_10262_decoy_10262_docked.pdbqt
395,019583_decoy_21162_decoy_21162,12.932,-9.954,-9.654,0.363,3,True,390,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/019583_decoy_21162_decoy_21162/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/019583_decoy_21162_decoy_21162/seed-1/019583_decoy_21162_decoy_21162_docked.pdbqt
396,017517_decoy_18648_decoy_18648,12.842,-9.505,-9.404,0.090,3,True,374,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017517_decoy_18648_decoy_18648/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017517_decoy_18648_decoy_18648/seed-1/017517_decoy_18648_decoy_18648_docked.pdbqt
397,016972_decoy_18069_decoy_18069,12.729,-10.690,-9.888,1.092,3,False,55,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016972_decoy_18069_decoy_18069/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016972_decoy_18069_decoy_18069/seed-1/016972_decoy_18069_decoy_18069_docked.pdbqt
398,017493_decoy_18622_decoy_18622,12.604,-10.100,-9.608,0.682,3,True,258,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017493_decoy_18622_decoy_18622/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017493_decoy_18622_decoy_18622/seed-1/017493_decoy_18622_decoy_18622_docked.pdbqt
399,004725_decoy_4686_decoy_04686,12.409,-10.140,-9.416,0.696,3,True,233,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004725_decoy_4686_decoy_04686/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004725_decoy_4686_decoy_04686/seed-1/004725_decoy_4686_decoy_04686_docked.pdbqt
400,008192_decoy_8346_decoy_08346,11.881,-10.210,-9.153,0.980,3,True,193,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008192_decoy_8346_decoy_08346/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008192_decoy_8346_decoy_08346/seed-1/008192_decoy_8346_decoy_08346_docked.pdbqt
